Co_Ref,total_interactions,cc_call_ratio,low_engagement,total_emails,tenure_bucket,Band,Anchor_Group,Payment_Method,Payment_Timeframe,Renewal_Year,Sustainability_Score,Total_Renewal_Score_New,Auto_Renewal_Score,Anchoring_Score,Tenure_Scores,churn,negative_calls,complaint_calls,cancel_intent_calls,switching_intent_calls,cc_complaint_calls,cc_financial_stress_calls,cc_pricing_issue_calls,cc_platform_issue_calls,cc_support_dissatisfaction_calls,email_complaints,email_negative_exp,email_financial_issue,email_price_issue,low_payment_intent_count,email_interactions
nl7128,2.0,0.0,0,2.0,TB_5-10,group,10+,bacs,6.0,2025,8.0,35.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
na9738,4.0,0.0,0,4.0,TB_5-10,group,4 to 9,bacs,-27.0,2026,9.5,45.0,8,9.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0
sp1082,3.0,0.0,0,3.0,TB_5-10,band j,10+,bacs,-52.0,2026,9.0,45.0,8,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,10.0
kp3881,2.0,0.0,0,2.0,TB_5-10,group,10+,bacs,-17.0,2026,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0
mh6648,4.0,0.0,0,4.0,TB_3-5,group,10+,bacs,-2.0,2026,9.5,45.0,8,9.5,9.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,7.0,3.0
yy7947,4.0,0.0,0,4.0,TB_5-10,group,10+,bacs,-30.0,2026,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0
hh4314,6.0,0.5714285714285714,0,1.0,TB_10+,group,10+,bacs,-17.0,2026,9.5,45.5,8,9.5,9.5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
wg6768,5.0,0.0,0,4.0,TB_3-5,group,10+,card,-6.0,2026,9.5,43.5,8,9.5,8.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0
kt3859,4.0,0.0,0,4.0,TB_1-3,group,4 to 9,card,0.0,2026,9.0,44.5,9,9.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0
ig7627,3.0,0.25,0,2.0,TB_10+,band j,10+,bacs,-57.0,2026,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
no7392,4.0,0.0,0,4.0,TB_3-5,group,10+,bacs,-35.0,2026,9.5,44.0,8,9.5,9.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0
pu4860,3.0,0.0,0,3.0,TB_10+,group,10+,bacs,-34.0,2026,9.0,45.0,8,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0
al0285,3.0,0.0,0,3.0,TB_10+,group,3,card,1.0,2026,9.5,46.5,9,9.5,9.5,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0
el6149,4.0,0.0,0,4.0,TB_10+,band i,10+,card,0.0,2026,8.0,45.0,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,9.0
jg2543,4.0,0.2,0,3.0,TB_10+,band h,10+,bacs,-20.0,2026,8.0,43.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0
vz6021,4.0,0.0,0,4.0,TB_10+,band h,10+,bacs,-19.0,2026,9.0,45.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,8.0
fx5442,1.0,0.0,0,1.0,TB_10+,band h,4 to 9,bacs,-14.0,2026,9.0,45.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
fk4827,4.0,0.0,0,4.0,TB_10+,group,10+,bacs,-46.0,2026,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,6.0
st7631,4.0,0.0,0,4.0,TB_1-3,group,4 to 9,bacs,2.0,2026,9.5,44.0,8,9.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0
fa3851,4.0,0.0,0,4.0,TB_5-10,band j,10+,bacs,1.0,2026,9.0,45.0,8,9.5,9.5,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,5.0
hu7403,0.0,0.0,1,0.0,TB_0-1,band h,3,bacs,-64.0,2026,8.0,42.0,8,9.5,7.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ap6015,2.0,0.0,0,2.0,TB_5-10,group,10+,bacs,-72.0,2026,8.0,43.5,8,9.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0
dm8917,2.0,0.0,0,2.0,TB_Unknown,band h,4 to 9,bacs,-35.0,2026,9.5,45.0,8,9.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
kl7058,1.0,0.0,0,1.0,TB_10+,band h,10+,bacs,-58.0,2026,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tn9041,5.0,0.3333333333333333,0,2.0,TB_1-3,band h,4 to 9,bacs,4.0,2025,9.5,44.5,8,9.5,8.5,0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0
zv1395,3.0,0.0,0,3.0,TB_3-5,band h,10+,bacs,-3.0,2026,9.0,44.5,8,9.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0
mz2913,2.0,0.0,0,2.0,TB_5-10,band h,10+,bacs,24.0,2026,9.5,45.5,8,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
gv1919,2.0,0.0,0,2.0,TB_1-3,band h,3,bacs,-63.0,2026,8.0,43.0,8,9.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
in5397,4.0,0.0,0,4.0,TB_10+,band h,10+,bacs,-8.0,2026,8.0,44.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,5.0
bg8423,2.0,0.0,0,2.0,TB_5-10,band h,10+,bacs,6.0,2025,9.0,45.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
es9761,2.0,0.0,0,2.0,TB_10+,band h,10+,bacs,-51.0,2026,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,8.0
np7042,3.0,0.0,0,2.0,TB_5-10,band h,4 to 9,bacs,-25.0,2026,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0
sq9071,2.0,0.0,0,2.0,TB_10+,band h,10+,bacs,-46.0,2026,9.0,45.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0
al4826,2.0,0.0,0,2.0,TB_10+,band h,4 to 9,bacs,4.0,2025,9.0,45.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
cm7796,3.0,0.0,0,3.0,TB_10+,band h,10+,bacs,-5.0,2026,9.0,45.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0
oa1271,3.0,0.25,0,2.0,TB_10+,band h,10+,bacs,7.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
pr5534,2.0,0.0,0,2.0,TB_10+,band h,10+,bacs,-27.0,2026,9.0,45.0,8,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0
yp3940,2.0,0.0,0,2.0,TB_5-10,band h,10+,bacs,5.0,2025,9.5,46.5,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
io9498,3.0,0.0,0,3.0,TB_10+,band h,4 to 9,card,3.0,2026,9.5,46.5,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,3.0
vh8586,2.0,0.0,0,2.0,TB_10+,band h,10+,card,0.0,2026,9.5,46.5,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,6.0,7.0
ie7817,4.0,0.0,0,4.0,TB_3-5,band h,10+,bacs,-22.0,2026,9.5,44.5,8,9.5,8.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0
gb4638,2.0,0.0,0,2.0,TB_10+,band h,10+,bacs,-39.0,2025,8.0,44.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0
ed3092,2.0,0.0,0,2.0,TB_3-5,band h,3,bacs,-46.0,2026,9.5,44.5,8,9.5,8.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
ac5334,2.0,0.0,0,2.0,TB_10+,band h,10+,bacs,-56.0,2026,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0
ho4630,2.0,0.0,0,2.0,TB_0-1,band h,4 to 9,card,-7.0,2025,9.5,45.0,9,9.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0
vd7533,4.0,0.0,0,4.0,TB_5-10,band h,10+,bacs,-34.0,2026,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,4.0
ov7805,2.0,0.0,0,2.0,TB_10+,band j,4 to 9,bacs,6.0,2026,8.0,45.0,9,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
sf0146,2.0,0.0,0,2.0,TB_10+,band j,10+,card,-17.0,2025,8.0,45.0,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0
kk1762,2.0,0.0,0,2.0,TB_10+,band j,4 to 9,bacs,-53.0,2026,8.0,44.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
lx3961,3.0,0.0,0,3.0,TB_10+,band j,4 to 9,bacs,-22.0,2026,9.0,45.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0
ue7649,2.0,0.0,0,2.0,TB_5-10,band j,10+,bacs,-40.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0
xp6585,4.0,0.0,0,4.0,TB_10+,band j,4 to 9,bacs,-8.0,2026,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,5.0
zl7193,2.0,0.0,0,2.0,TB_10+,band j,10+,bacs,-8.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
mp8814,4.0,0.2,0,2.0,TB_10+,band j,10+,bacs,12.0,2025,8.0,44.0,8,9.5,9.5,0,2.0,8.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,3.0,7.0
so1883,3.0,0.0,0,2.0,TB_0-1,band j,4 to 9,bacs,-57.0,2025,9.5,43.0,8,9.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
uq5072,2.0,0.0,0,2.0,TB_10+,band j,10+,bacs,-1.0,2026,8.0,44.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0
kc6496,3.0,0.0,0,3.0,TB_10+,band j,10+,bacs,-25.0,2026,9.0,45.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0
es3308,5.0,0.3333333333333333,0,2.0,TB_10+,band j,10+,bacs,-35.0,2025,9.0,45.0,8,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
rw5439,4.0,0.0,0,4.0,TB_5-10,band j,10+,bacs,-25.0,2026,8.0,44.0,8,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,7.0,1.0
cl5607,3.0,0.0,0,2.0,TB_10+,band j,10+,bacs,-19.0,2025,9.0,45.0,8,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0
sg2955,2.0,0.0,0,2.0,TB_10+,band j,4 to 9,bacs,-6.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
he7413,2.0,0.0,0,2.0,TB_10+,band i,3,bacs,-12.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0
lv2690,1.0,0.0,0,1.0,TB_10+,band i,10+,bacs,-35.0,2026,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
cw1484,4.0,0.4,0,2.0,TB_10+,band i,10+,bacs,-65.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
tm2074,2.0,0.0,0,2.0,TB_5-10,band i,10+,bacs,-50.0,2026,9.0,45.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0
dq7502,2.0,0.0,0,1.0,TB_10+,band i,4 to 9,bacs,-45.0,2026,9.5,45.5,8,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
hj6647,4.0,0.0,0,4.0,TB_10+,band i,4 to 9,bacs,24.0,2026,9.5,45.5,8,9.5,9.5,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,4.0
qv3398,3.0,0.0,0,2.0,TB_5-10,band i,3,bacs,-52.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
yu9505,4.0,0.0,0,4.0,TB_5-10,band i,10+,bacs,-20.0,2026,8.0,43.5,8,9.5,9.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,3.0
lh8744,2.0,0.0,0,2.0,TB_5-10,band i,3,bacs,-31.0,2025,8.0,44.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
qb8981,2.0,0.0,0,2.0,TB_3-5,band h,10+,bacs,-41.0,2025,9.5,45.0,8,9.5,9.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0
aw2624,2.0,0.0,0,2.0,TB_10+,band h,10+,bacs,17.0,2025,9.5,46.5,9,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0
wa3354,3.0,0.0,0,2.0,TB_5-10,band h,10+,bacs,23.0,2025,9.5,45.0,8,9.5,9.0,0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,8.0
cm2671,2.0,0.0,0,2.0,TB_10+,band h,10+,bacs,5.0,2025,9.5,46.5,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0
vy8178,2.0,0.0,0,2.0,TB_3-5,band h,3,bacs,-66.0,2025,9.5,44.5,8,9.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0
ox4190,2.0,0.0,0,2.0,TB_10+,band j,10+,card,3.0,2025,8.0,44.0,8,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0
lh1115,2.0,0.0,0,2.0,TB_1-3,band j,10+,bacs,-3.0,2025,9.5,44.5,8,9.5,8.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,5.0
br9215,2.0,0.0,0,2.0,TB_5-10,band j,10+,bacs,-30.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0
hs3310,2.0,0.0,0,2.0,TB_1-3,band i,10+,bacs,-57.0,2025,9.5,44.5,8,9.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
tl8726,3.0,0.25,0,2.0,TB_3-5,band h,4 to 9,bacs,-37.0,2025,9.5,45.0,8,9.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0
ee7202,3.0,0.25,0,2.0,TB_10+,band i,4 to 9,bacs,8.0,2025,9.0,45.0,8,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,5.0
ef4009,2.0,0.0,0,2.0,TB_10+,band j,10+,bacs,44.0,2025,8.0,43.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0
ia6234,3.0,0.25,0,2.0,TB_1-3,band j,4 to 9,bacs,70.0,2025,9.5,44.5,8,9.5,8.5,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,7.0
nf3963,2.0,0.0,0,2.0,TB_1-3,band j,10+,bacs,-11.0,2025,8.0,41.0,8,9.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
ck5569,3.0,0.0,0,2.0,TB_10+,band i,10+,bacs,-39.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
zh4065,2.0,0.0,0,2.0,TB_0-1,band i,4 to 9,bacs,1.0,2025,9.5,44.0,8,9.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0
mj8002,2.0,0.0,0,2.0,TB_3-5,band h,4 to 9,bacs,-2.0,2025,8.0,42.5,8,9.0,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0
xl1145,2.0,0.0,0,2.0,TB_10+,band i,10+,bacs,-29.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
lo5808,1.0,0.0,0,1.0,TB_0-1,band h,4 to 9,card,3.0,2025,8.0,43.5,9,9.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,7.0
ou0951,2.0,0.0,0,2.0,TB_10+,band i,10+,bacs,30.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
vg2437,6.0,0.5714285714285714,0,2.0,TB_3-5,band h,3,card,0.0,2025,8.0,44.5,9,9.5,9.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
xs1531,2.0,0.0,0,2.0,TB_5-10,band j,4 to 9,bacs,-14.0,2025,9.0,44.0,8,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
ze8233,4.0,0.4,0,2.0,TB_5-10,band i,10+,bacs,8.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0
cs0252,4.0,0.4,0,2.0,TB_10+,band j,4 to 9,unknown,14.0,2025,8.0,35.0,8,9.5,9.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
pc2813,2.0,0.0,0,2.0,TB_10+,band h,3,card,0.0,2025,8.0,44.0,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
eo4549,3.0,0.25,0,2.0,TB_5-10,band h,10+,bacs,-3.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,5.0
ny0602,2.0,0.0,0,2.0,TB_10+,band h,10+,bacs,7.0,2025,8.0,44.0,8,9.5,9.5,0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,8.0
mg2152,2.0,0.0,0,2.0,TB_5-10,band h,10+,bacs,21.0,2025,9.5,45.5,8,9.5,9.5,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0
se3693,3.0,0.25,0,2.0,TB_10+,band h,10+,bacs,-22.0,2025,8.0,44.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0
rw4703,2.0,0.0,0,2.0,TB_5-10,band h,10+,bacs,-21.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
yz4788,2.0,0.0,0,2.0,TB_10+,band h,10+,bacs,1.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0
ic3805,2.0,0.0,0,2.0,TB_5-10,band h,4 to 9,bacs,-7.0,2025,9.0,45.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
bh9380,3.0,0.0,0,2.0,TB_5-10,band h,10+,bacs,-16.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
iq7051,2.0,0.0,0,2.0,TB_10+,band h,10+,bacs,-8.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0
xq1813,2.0,0.0,0,2.0,TB_10+,band h,10+,bacs,-2.0,2025,9.5,44.5,8,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
zs0216,2.0,0.0,0,2.0,TB_5-10,band h,4 to 9,bacs,2.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,5.0
hq9399,2.0,0.0,0,2.0,TB_5-10,band h,10+,bacs,-37.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
uo7147,3.0,0.0,0,2.0,TB_5-10,band h,4 to 9,bacs,11.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0
yd7391,2.0,0.0,0,2.0,TB_5-10,band h,3,bacs,32.0,2025,9.5,46.5,9,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
fw1391,3.0,0.0,0,3.0,TB_1-3,band h,10+,bacs,-9.0,2026,9.5,44.0,8,9.5,8.0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0
bu1458,2.0,0.0,0,2.0,TB_5-10,band h,10+,bacs,-33.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0
